"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"25-29 years"	"25-29"	20	28354	70.5	43.1	108.9	15.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"30-34 years"	"30-34"	17	26386	Unreliable	37.5	103.2	15.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"35-39 years"	"35-39"	34	27824	122.2	84.6	170.8	21.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"40-44 years"	"40-44"	48	27339	175.6	129.5	232.8	25.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"45-49 years"	"45-49"	67	26956	248.6	192.6	315.7	30.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"50-54 years"	"50-54"	95	24722	384.3	310.9	469.8	39.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"55-59 years"	"55-59"	112	21050	532.1	433.5	630.6	50.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"60-64 years "	"60-64"	123	14385	855.1	703.9	1006.2	77.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"65-69 years"	"65-69"	124	10170	1219.3	1004.7	1433.9	109.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"70-74 years"	"70-74"	182	7726	2355.7	2013.4	2697.9	174.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"75-79 years"	"75-79"	255	6581	3874.8	3399.2	4350.4	242.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"80-84 years"	"80-84"	345	5264	6554.0	5862.4	7245.5	352.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"85-89 years"	"85-89"	352	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"90-94 years"	"90-94"	267	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"95-99 years"	"95-99"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"100+ years"	"100+"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2006"	"2006"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"< 1 year"	"1"	37	5769	641.4	451.6	884.0	105.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"1-4 years"	"1-4"	Suppressed	22981	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"5-9 years"	"5-9"	Suppressed	28282	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"10-14 years"	"10-14"	Suppressed	27356	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"15-19 years"	"15-19"	11	25684	Unreliable	21.4	76.6	12.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"20-24 years"	"20-24"	18	25651	Unreliable	41.6	110.9	16.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"25-29 years"	"25-29"	22	29437	74.7	46.8	113.2	15.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"30-34 years"	"30-34"	25	27097	92.3	59.7	136.2	18.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"35-39 years"	"35-39"	23	28652	80.3	50.9	120.4	16.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"40-44 years"	"40-44"	46	27447	167.6	122.7	223.5	24.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"45-49 years"	"45-49"	82	27660	296.5	235.8	368.0	32.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"50-54 years"	"50-54"	79	25556	309.1	244.7	385.3	34.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"55-59 years"	"55-59"	98	21580	454.1	368.7	553.4	45.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"60-64 years "	"60-64"	114	16082	708.9	578.7	839.0	66.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"65-69 years"	"65-69"	140	10930	1280.9	1068.7	1493.1	108.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"70-74 years"	"70-74"	169	8052	2098.9	1782.4	2415.3	161.5	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"75-79 years"	"75-79"	247	6720	3675.6	3217.2	4134.0	233.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"80-84 years"	"80-84"	327	5314	6153.6	5486.6	6820.5	340.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"85-89 years"	"85-89"	414	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"90-94 years"	"90-94"	276	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"95-99 years"	"95-99"	101	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"100+ years"	"100+"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2007"	"2007"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"< 1 year"	"1"	32	5639	567.5	388.2	801.1	100.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"1-4 years"	"1-4"	Suppressed	23258	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"5-9 years"	"5-9"	Suppressed	29099	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"10-14 years"	"10-14"	Suppressed	27829	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"15-19 years"	"15-19"	11	26072	Unreliable	21.1	75.5	12.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"20-24 years"	"20-24"	18	25942	Unreliable	41.1	109.7	16.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"25-29 years"	"25-29"	14	29888	Unreliable	25.6	78.6	12.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"30-34 years"	"30-34"	25	27192	91.9	59.5	135.7	18.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"35-39 years"	"35-39"	30	28913	103.8	70.0	148.1	18.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"40-44 years"	"40-44"	52	27207	191.1	142.7	250.6	26.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"45-49 years"	"45-49"	69	28010	246.3	191.7	311.8	29.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"50-54 years"	"50-54"	94	26098	360.2	291.1	440.8	37.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"55-59 years"	"55-59"	112	22187	504.8	411.3	598.3	47.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"60-64 years "	"60-64"	121	17532	690.2	567.2	813.1	62.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"65-69 years"	"65-69"	155	11911	1301.3	1096.5	1506.2	104.5	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"70-74 years"	"70-74"	161	8453	1904.6	1610.4	2198.9	150.1	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"75-79 years"	"75-79"	250	6688	3738.0	3274.7	4201.4	236.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"80-84 years"	"80-84"	318	5416	5871.5	5226.1	6516.8	329.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"85-89 years"	"85-89"	376	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"90-94 years"	"90-94"	267	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"95-99 years"	"95-99"	112	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"100+ years"	"100+"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2008"	"2008"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"< 1 year"	"1"	28	5213	537.1	356.9	776.3	101.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"1-4 years"	"1-4"	Suppressed	23313	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"5-9 years"	"5-9"	Suppressed	29715	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"10-14 years"	"10-14"	Suppressed	28367	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"15-19 years"	"15-19"	Suppressed	26401	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"20-24 years"	"20-24"	16	25691	Unreliable	35.6	101.1	15.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"25-29 years"	"25-29"	17	29674	Unreliable	33.4	91.7	13.9	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"30-34 years"	"30-34"	16	28074	Unreliable	32.6	92.6	14.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"35-39 years"	"35-39"	28	28659	97.7	64.9	141.2	18.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"40-44 years"	"40-44"	47	27290	172.2	126.5	229.0	25.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"45-49 years"	"45-49"	72	28312	254.3	199.0	320.3	30.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"50-54 years"	"50-54"	89	26554	335.2	269.2	412.5	35.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"55-59 years"	"55-59"	116	23003	504.3	412.5	596.1	46.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"60-64 years "	"60-64"	156	18608	838.3	706.8	969.9	67.1	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"65-69 years"	"65-69"	152	12819	1185.7	997.2	1374.2	96.2	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"70-74 years"	"70-74"	186	9012	2063.9	1767.3	2360.5	151.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"75-79 years"	"75-79"	240	6759	3550.8	3101.6	4000.1	229.2	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"80-84 years"	"80-84"	303	5484	5525.2	4903.0	6147.3	317.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"85-89 years"	"85-89"	377	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"90-94 years"	"90-94"	286	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"95-99 years"	"95-99"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"100+ years"	"100+"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2009"	"2009"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"< 1 year"	"1"	25	5253	475.9	308.0	702.6	95.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"1-4 years"	"1-4"	Suppressed	23104	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"5-9 years"	"5-9"	0	30064	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"10-14 years"	"10-14"	Suppressed	28846	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"15-19 years"	"15-19"	13	26503	Unreliable	26.1	83.9	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"20-24 years"	"20-24"	20	25712	77.8	47.5	120.1	17.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"25-29 years"	"25-29"	21	29222	71.9	44.5	109.9	15.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"30-34 years"	"30-34"	31	28391	109.2	74.2	155.0	19.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"35-39 years"	"35-39"	27	28242	95.6	63.0	139.1	18.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"40-44 years"	"40-44"	36	27583	130.5	91.4	180.7	21.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"45-49 years"	"45-49"	64	28195	227.0	174.8	289.9	28.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"50-54 years"	"50-54"	96	26886	357.1	289.2	436.0	36.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"55-59 years"	"55-59"	109	23616	461.6	374.9	548.2	44.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"60-64 years "	"60-64"	141	19700	715.7	597.6	833.9	60.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"65-69 years"	"65-69"	155	13519	1146.5	966.0	1327.0	92.1	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"70-74 years"	"70-74"	174	9270	1877.0	1598.1	2155.9	142.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"75-79 years"	"75-79"	231	6858	3368.3	2934.0	3802.7	221.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"80-84 years"	"80-84"	345	5556	6209.5	5554.3	6864.7	334.3	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"85-89 years"	"85-89"	377	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"90-94 years"	"90-94"	285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"95-99 years"	"95-99"	119	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"100+ years"	"100+"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2010"	"2010"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"< 1 year"	"1"	24	5032	476.9	305.6	709.7	97.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"1-4 years"	"1-4"	Suppressed	22621	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"5-9 years"	"5-9"	Suppressed	30257	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"10-14 years"	"10-14"	Suppressed	29613	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"15-19 years"	"15-19"	17	26495	Unreliable	37.4	102.7	15.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"20-24 years"	"20-24"	15	26137	Unreliable	32.1	94.7	14.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"25-29 years"	"25-29"	16	29385	Unreliable	31.1	88.4	13.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"30-34 years"	"30-34"	20	29631	67.5	41.2	104.2	15.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"35-39 years"	"35-39"	27	27705	97.5	64.2	141.8	18.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"40-44 years"	"40-44"	40	28750	139.1	99.4	189.5	22.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"45-49 years"	"45-49"	80	27902	286.7	227.4	356.8	32.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"50-54 years"	"50-54"	98	27684	354.0	287.4	431.4	35.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"55-59 years"	"55-59"	133	24652	539.5	447.8	631.2	46.8	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"60-64 years "	"60-64"	160	21481	744.8	629.4	860.3	58.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"65-69 years"	"65-69"	172	14440	1191.1	1013.1	1369.1	90.8	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"70-74 years"	"70-74"	216	10032	2153.1	1866.0	2440.3	146.5	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"75-79 years"	"75-79"	249	7154	3480.6	3048.2	3912.9	220.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"80-84 years"	"80-84"	355	5703	6224.8	5577.3	6872.3	330.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"85-89 years"	"85-89"	414	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"90-94 years"	"90-94"	365	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"95-99 years"	"95-99"	148	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"100+ years"	"100+"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2011"	"2011"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"< 1 year"	"1"	24	5038	476.4	305.2	708.8	97.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"1-4 years"	"1-4"	Suppressed	21954	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"5-9 years"	"5-9"	Suppressed	30815	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"10-14 years"	"10-14"	Suppressed	30336	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"15-19 years"	"15-19"	11	26874	Unreliable	20.4	73.2	12.3	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"20-24 years"	"20-24"	14	26687	Unreliable	28.7	88.0	14.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"25-29 years"	"25-29"	19	29752	Unreliable	38.4	99.7	14.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"30-34 years"	"30-34"	22	30447	72.3	45.3	109.4	15.4	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"35-39 years"	"35-39"	32	28288	113.1	77.4	159.7	20.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"40-44 years"	"40-44"	42	29152	144.1	103.8	194.7	22.2	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"45-49 years"	"45-49"	71	27566	257.6	201.2	324.9	30.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"50-54 years"	"50-54"	102	28002	364.3	293.6	435.0	36.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"55-59 years"	"55-59"	131	25507	513.6	425.6	601.5	44.9	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"60-64 years "	"60-64"	156	21923	711.6	599.9	823.2	57.0	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"65-69 years"	"65-69"	187	16317	1146.0	981.8	1310.3	83.8	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"70-74 years"	"70-74"	193	10822	1783.4	1531.8	2035.0	128.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"75-79 years"	"75-79"	272	7482	3635.4	3203.4	4067.4	220.4	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"80-84 years"	"80-84"	315	5769	5460.2	4857.2	6063.2	307.6	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"85-89 years"	"85-89"	412	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.2%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"90-94 years"	"90-94"	348	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"95-99 years"	"95-99"	136	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.1%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"100+ years"	"100+"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2012"	"2012"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"< 1 year"	"1"	20	5151	388.3	237.2	599.7	86.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"1-4 years"	"1-4"	Suppressed	21560	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"5-9 years"	"5-9"	Suppressed	30733	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"10-14 years"	"10-14"	Suppressed	31117	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"15-19 years"	"15-19"	10	27381	Unreliable	17.5	67.2	11.5	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"20-24 years"	"20-24"	20	26600	75.2	45.9	116.1	16.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"25-29 years"	"25-29"	19	29829	Unreliable	38.3	99.5	14.6	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"30-34 years"	"30-34"	25	31073	80.5	52.1	118.8	16.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"35-39 years"	"35-39"	23	28728	80.1	50.8	120.1	16.7	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"40-44 years"	"40-44"	38	29391	129.3	91.5	177.5	21.0	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"45-49 years"	"45-49"	73	27476	265.7	208.3	334.1	31.1	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"50-54 years"	"50-54"	109	28337	384.7	312.4	456.9	36.8	0.0%
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2013"	"2013"	"55-59 years"	"55-59"	165	26093	632.4	535.9	728.8	49.2	0.1%
