"Notes"	"State"	"State Code"	"County"	"County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"60-64 years "	"60-64"	Suppressed	283	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"65-69 years"	"65-69"	Suppressed	250	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"70-74 years"	"70-74"	Suppressed	183	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"75-79 years"	"75-79"	Suppressed	151	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"80-84 years"	"80-84"	Suppressed	115	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2015"	"2015"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"< 1 year"	"1"	0	50	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"1-4 years"	"1-4"	0	219	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"5-9 years"	"5-9"	0	366	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"10-14 years"	"10-14"	Suppressed	382	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"15-19 years"	"15-19"	0	321	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"20-24 years"	"20-24"	0	205	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"25-29 years"	"25-29"	0	168	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"30-34 years"	"30-34"	0	224	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"35-39 years"	"35-39"	0	273	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"40-44 years"	"40-44"	0	204	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"45-49 years"	"45-49"	Suppressed	227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"50-54 years"	"50-54"	Suppressed	240	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"55-59 years"	"55-59"	Suppressed	329	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"60-64 years "	"60-64"	Suppressed	287	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"65-69 years"	"65-69"	Suppressed	266	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"70-74 years"	"70-74"	Suppressed	189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"75-79 years"	"75-79"	Suppressed	156	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"80-84 years"	"80-84"	Suppressed	110	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2016"	"2016"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"< 1 year"	"1"	0	53	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"1-4 years"	"1-4"	0	222	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"5-9 years"	"5-9"	0	380	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"10-14 years"	"10-14"	0	381	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"15-19 years"	"15-19"	0	334	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"20-24 years"	"20-24"	0	193	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"25-29 years"	"25-29"	Suppressed	170	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"30-34 years"	"30-34"	Suppressed	209	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"35-39 years"	"35-39"	0	287	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"40-44 years"	"40-44"	0	223	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"45-49 years"	"45-49"	0	233	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"50-54 years"	"50-54"	0	234	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"55-59 years"	"55-59"	Suppressed	311	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"60-64 years "	"60-64"	Suppressed	328	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"65-69 years"	"65-69"	Suppressed	267	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"70-74 years"	"70-74"	Suppressed	208	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"75-79 years"	"75-79"	Suppressed	160	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"80-84 years"	"80-84"	Suppressed	116	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2017"	"2017"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"< 1 year"	"1"	0	51	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"1-4 years"	"1-4"	0	222	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"5-9 years"	"5-9"	0	366	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"10-14 years"	"10-14"	0	400	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"15-19 years"	"15-19"	0	340	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"20-24 years"	"20-24"	0	190	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"25-29 years"	"25-29"	Suppressed	184	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"30-34 years"	"30-34"	Suppressed	211	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"35-39 years"	"35-39"	Suppressed	279	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"40-44 years"	"40-44"	Suppressed	245	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"45-49 years"	"45-49"	0	229	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"50-54 years"	"50-54"	0	232	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"55-59 years"	"55-59"	Suppressed	295	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"60-64 years "	"60-64"	Suppressed	332	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"65-69 years"	"65-69"	Suppressed	278	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"70-74 years"	"70-74"	Suppressed	225	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"75-79 years"	"75-79"	Suppressed	166	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"80-84 years"	"80-84"	10	112	Unreliable	4281.6	16420.0	2823.5	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"< 1 year"	"1"	0	54	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"1-4 years"	"1-4"	0	239	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"5-9 years"	"5-9"	0	359	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"10-14 years"	"10-14"	0	405	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"15-19 years"	"15-19"	Suppressed	341	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	192	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"25-29 years"	"25-29"	0	193	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"30-34 years"	"30-34"	0	214	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"35-39 years"	"35-39"	0	274	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"40-44 years"	"40-44"	Suppressed	264	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"45-49 years"	"45-49"	Suppressed	230	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"50-54 years"	"50-54"	0	216	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"55-59 years"	"55-59"	Suppressed	291	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"60-64 years "	"60-64"	0	333	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"65-69 years"	"65-69"	Suppressed	267	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"70-74 years"	"70-74"	Suppressed	237	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"75-79 years"	"75-79"	Suppressed	165	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"80-84 years"	"80-84"	Suppressed	126	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"< 1 year"	"1"	Suppressed	56	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"1-4 years"	"1-4"	0	249	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"5-9 years"	"5-9"	0	320	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"10-14 years"	"10-14"	0	381	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"15-19 years"	"15-19"	0	331	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"20-24 years"	"20-24"	0	220	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"25-29 years"	"25-29"	0	212	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"30-34 years"	"30-34"	0	205	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"35-39 years"	"35-39"	Suppressed	268	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"40-44 years"	"40-44"	0	274	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"45-49 years"	"45-49"	0	239	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"50-54 years"	"50-54"	Suppressed	224	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"55-59 years"	"55-59"	0	273	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"60-64 years "	"60-64"	Suppressed	334	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"65-69 years"	"65-69"	Suppressed	276	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"70-74 years"	"70-74"	Suppressed	240	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"75-79 years"	"75-79"	Suppressed	175	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"80-84 years"	"80-84"	Suppressed	122	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Oneida County, ID"	"16071"	"2020 "	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"< 1 year"	"1"	0	150	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"1-4 years"	"1-4"	0	667	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"5-9 years"	"5-9"	Suppressed	950	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"10-14 years"	"10-14"	0	958	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"15-19 years"	"15-19"	Suppressed	911	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"20-24 years"	"20-24"	0	601	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"25-29 years"	"25-29"	0	621	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"30-34 years"	"30-34"	Suppressed	628	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"35-39 years"	"35-39"	Suppressed	791	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"40-44 years"	"40-44"	Suppressed	715	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"45-49 years"	"45-49"	Suppressed	649	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"50-54 years"	"50-54"	Suppressed	582	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"55-59 years"	"55-59"	Suppressed	513	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"60-64 years "	"60-64"	13	415	Unreliable	1667.9	5356.7	868.8	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"65-69 years"	"65-69"	Suppressed	370	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"70-74 years"	"70-74"	10	332	Unreliable	1444.4	5539.3	952.5	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"75-79 years"	"75-79"	13	280	Unreliable	2472.1	7939.4	1287.7	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"80-84 years"	"80-84"	15	158	Unreliable	5313.5	15658.4	2451.3	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"1999"	"1999"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"< 1 year"	"1"	Suppressed	153	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"1-4 years"	"1-4"	0	682	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"5-9 years"	"5-9"	0	978	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"10-14 years"	"10-14"	0	982	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"15-19 years"	"15-19"	Suppressed	908	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"20-24 years"	"20-24"	Suppressed	604	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"25-29 years"	"25-29"	0	636	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"30-34 years"	"30-34"	Suppressed	649	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"35-39 years"	"35-39"	0	801	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Owyhee County, ID"	"16073"	"2000"	"2000"	"40-44 years"	"40-44"	0	733	Unreliable	0.0	0.0	0.0	0.0%
